,ruck_num,which_side,shoot_position,time_log,group_num,num_of_groups,lamp_num,num_of_lamps,nor_x,nor_y,nor_r,nor_degree,nor_color,nor_LF,cur_x,cur_y,cur_r,cur_degree,cur_color,cur_LF,result
0,output,L,0,20201119111513,0,3,0,10,310,259,71.34423592694787,-5.63068275763526,green,F,0,0,0.0,0.0,-,-,Error
1,output,L,0,20201119111513,0,3,1,10,381,252,82.00609733428362,-0.6986943829834713,green,F,0,0,0.0,0.0,-,-,Error
2,output,L,0,20201119111513,0,3,2,10,463,251,176.55594014362703,-4.548042409125415,green,F,0,0,0.0,0.0,-,-,Error
3,output,L,0,20201119111513,0,3,3,10,639,237,94.02127418834527,-1.2188752351312977,green,F,0,0,0.0,0.0,-,-,Error
4,output,L,0,20201119111513,0,3,4,10,733,235,95.00526301210895,-0.6030911943805325,green,F,0,0,0.0,0.0,-,-,Error
5,output,L,0,20201119111513,0,3,5,10,828,234,206.06067067735168,-1.3904012640440198,green,F,0,0,0.0,0.0,-,-,Error
6,output,L,0,20201119111513,0,3,6,10,1034,229,97.082439194738,2.3613746581756203,green,F,0,0,0.0,0.0,-,-,Error
7,output,L,0,20201119111513,0,3,7,10,1131,233,108.07404868885037,-2.1210963966614536,green,F,0,0,0.0,0.0,-,-,Error
8,output,L,0,20201119111513,0,3,8,10,1239,229,239.67686580060246,-4.307032186002318,green,F,0,0,0.0,0.0,-,-,Error
9,output,L,0,20201119111513,0,3,9,10,1478,211,0.0,0.0,green,F,0,0,0.0,0.0,-,-,Error
10,output,L,0,20201119111513,1,3,0,9,322,702,73.24616030891995,4.69868051729944,other,F,0,0,0.0,0.0,-,-,Error
11,output,L,0,20201119111513,1,3,1,9,395,708,243.6657546722559,4.236394799058839,green,F,0,0,0.0,0.0,-,-,Error
12,output,L,0,20201119111513,1,3,2,9,638,726,90.04998611882179,1.9091524329963765,green,F,0,0,0.0,0.0,-,-,Error
13,output,L,0,20201119111513,1,3,3,9,728,729,95.18928511129809,3.613880752003644,green,F,0,0,0.0,0.0,-,-,Error
14,output,L,0,20201119111513,1,3,4,9,823,735,196.1249601657066,2.045408488887228,green,F,0,0,0.0,0.0,-,-,Error
15,output,L,0,20201119111513,1,3,5,9,1019,742,95.0,0.0,green,F,0,0,0.0,0.0,-,-,Error
16,output,L,0,20201119111513,1,3,6,9,1114,742,94.00531899844816,0.6095065766751959,green,F,0,0,0.0,0.0,-,-,Error
17,output,L,0,20201119111513,1,3,7,9,1208,743,203.0615670184784,1.4109408203827345,green,F,0,0,0.0,0.0,-,-,Error
18,output,L,0,20201119111513,1,3,8,9,1411,748,0.0,0.0,green,F,0,0,0.0,0.0,-,-,Error
19,output,L,0,20201119111513,2,3,0,1,355,1092,0.0,0.0,green,F,0,0,0.0,0.0,-,-,Error
20,output,L,1,20201119111615,0,2,0,10,319,433,69.02897942168927,-1.6602823689828057,green,F,291,431,69.02897942168927,-1.6602823689828057,green,F,N
21,output,L,1,20201119111615,0,2,1,10,388,431,79.00632886041474,-0.7252242990592521,green,L,363,430,72.00694410957877,-0.795723552739274,green,L,N
22,output,L,1,20201119111615,0,2,2,10,467,430,174.0459709387149,-1.3169124057932626,green,L,445,430,82.0,0.0,green,F,Error
23,output,L,1,20201119111615,0,2,3,10,641,426,91.00549433962765,-0.6295986084102668,green,L,621,428,176.0113632695344,-0.6510603802294862,green,L,N
