,ruck_num,which_side,shoot_position,time_log,ramp_num,x,y,normal_color,normal_LF,current_color,current_LF,result
34,R06C08-A,L,0,20200826113000,34,1270,778,green,F,green,F,-
35,R06C08-A,L,0,20200826113000,35,953,789,multi_color,-,multi_color,-,-
36,R06C08-A,L,0,20200826113000,36,963,802,green,F,green,F,-
37,R06C08-A,L,0,20200826113000,37,173,1129,multi_color,-,multi_color,-,-
38,R06C08-A,L,0,20200826113000,38,152,1136,multi_color,-,multi_color,-,-
39,R06C08-A,L,0,20200826113000,39,201,1137,multi_color,-,multi_color,-,-
40,R06C08-A,L,0,20200826113000,40,116,1145,No_ramp,-,No_ramp,-,-
41,R06C08-A,L,0,20200826113000,41,202,1146,multi_color,-,multi_color,-,-
42,R06C08-A,L,0,20200826113000,42,201,1152,multi_color,-,multi_color,-,-
43,R06C08-A,L,0,20200826113000,43,199,1162,multi_color,-,multi_color,-,-
44,R06C08-A,L,0,20200826113000,44,201,1169,multi_color,-,multi_color,-,-
45,R06C08-A,R,1,20200826113102,0,29,402,multi_color,-,multi_color,-,-
46,R06C08-A,R,1,20200826113102,1,45,433,multi_color,-,multi_color,-,-
47,R06C08-A,R,1,20200826113102,2,159,443,multi_color,-,multi_color,-,-
48,R06C08-A,R,1,20200826113102,3,132,460,multi_color,-,multi_color,-,-
49,R06C08-A,R,1,20200826113102,4,1353,472,green,F,green,F,-
50,R06C08-A,R,1,20200826113102,5,948,476,green,F,green,F,-
51,R06C08-A,R,1,20200826113102,6,1053,478,green,F,green,F,-
52,R06C08-A,R,1,20200826113102,7,1046,482,No_ramp,-,No_ramp,-,-
53,R06C08-A,R,1,20200826113102,8,559,487,green,F,green,F,-
54,R06C08-A,R,1,20200826113102,9,652,487,No_ramp,-,No_ramp,-,-
55,R06C08-A,R,1,20200826113102,10,123,491,multi_color,-,multi_color,-,-
56,R06C08-A,R,1,20200826113102,11,473,490,No_ramp,-,No_ramp,-,-
57,R06C08-A,R,1,20200826113102,12,129,492,No_ramp,-,No_ramp,-,-
58,R06C08-A,R,1,20200826113102,13,145,493,multi_color,-,multi_color,-,-
59,R06C08-A,R,1,20200826113102,14,219,494,No_ramp,-,No_ramp,-,-
60,R06C08-A,R,1,20200826113102,15,103,512,multi_color,-,multi_color,-,-
61,R06C08-A,R,1,20200826113102,16,80,527,multi_color,-,multi_color,-,-
62,R06C08-A,R,1,20200826113102,17,368,887,multi_color,-,multi_color,-,-
63,R06C08-A,R,1,20200826113102,18,674,895,multi_color,-,multi_color,-,-
64,R06C08-A,R,1,20200826113102,19,118,896,multi_color,-,multi_color,-,-
65,R06C08-A,R,1,20200826113102,20,1493,898,No_ramp,-,No_ramp,-,-
66,R06C08-A,R,1,20200826113102,21,339,900,multi_color,-,multi_color,-,-
67,R06C08-A,R,1,20200826113102,22,708,910,multi_color,-,multi_color,-,-
68,R06C08-A,R,1,20200826113102,23,990,911,No_ramp,-,No_ramp,-,-
69,R06C08-A,R,1,20200826113102,24,117,912,multi_color,-,multi_color,-,-
70,R06C08-A,R,1,20200826113102,25,453,923,multi_color,-,multi_color,-,-
71,R06C08-A,R,1,20200826113102,26,1503,923,multi_color,-,multi_color,-,-
72,R06C08-A,R,1,20200826113102,27,1381,1011,No_ramp,-,No_ramp,-,-
73,R06C08-A,R,1,20200826113102,28,997,1017,No_ramp,-,No_ramp,-,-
74,R06C08-B,L,0,20200826113204,0,1514,76,multi_color,-,multi_color,-,-
75,R06C08-B,L,0,20200826113204,1,929,113,multi_color,-,multi_color,-,-
76,R06C08-B,L,0,20200826113204,2,123,128,multi_color,-,multi_color,-,-
77,R06C08-B,L,0,20200826113204,3,106,144,multi_color,-,multi_color,-,-
78,R06C08-B,L,0,20200826113204,4,261,180,green,F,green,F,-
79,R06C08-B,L,0,20200826113204,5,40,592,No_ramp,-,No_ramp,-,-
80,R06C08-B,L,0,20200826113204,6,182,618,multi_color,-,multi_color,-,-
81,R06C08-B,L,0,20200826113204,7,961,657,green,F,green,F,-
82,R06C08-B,L,0,20200826113204,8,1061,657,No_ramp,-,No_ramp,-,-
83,R06C08-B,L,0,20200826113204,9,875,659,green,L,green,L,-
84,R06C08-B,L,0,20200826113204,10,869,674,green,F,green,F,-
85,R06C08-B,L,0,20200826113204,11,861,682,green,F,green,F,-
86,R06C08-B,L,0,20200826113204,12,73,698,multi_color,-,multi_color,-,-
