,ruck_num,which_side,shoot_position,time_log,ramp_num,x,y,normal_color,normal_LF,current_color,current_LF,result
36,output,L,1,20201119111615,13,734,901,green,F,green,L,Error
37,output,L,1,20201119111615,14,823,910,green,F,green,L,Error
38,output,L,1,20201119111615,15,1012,919,green,F,green,L,Error
39,output,L,1,20201119111615,16,1104,920,green,F,green,L,Error
40,output,L,1,20201119111615,17,1196,921,green,F,green,L,Error
41,output,L,1,20201119111615,18,1403,935,green,F,green,L,Error
42,output,L,2,20201119111717,0,1154,103,green,F,OFF,-,Error
43,output,L,2,20201119111717,1,750,122,green,F,green,F,N
44,output,L,2,20201119111717,2,657,124,green,F,green,F,N
45,output,L,2,20201119111717,3,478,139,green,F,OFF,-,Error
46,output,L,2,20201119111717,4,394,142,green,F,OFF,-,Error
47,output,L,2,20201119111717,5,320,148,green,F,green,F,N
48,output,L,2,20201119111717,6,329,599,green,L,green,F,Error
49,output,L,2,20201119111717,7,402,604,green,F,OFF,-,Error
50,output,L,2,20201119111717,8,474,608,green,F,OFF,-,Error
51,output,L,2,20201119111717,9,648,612,green,F,green,L,Error
52,output,L,2,20201119111717,10,740,615,green,F,green,L,Error
53,output,L,2,20201119111717,11,833,618,green,F,green,L,Error
54,output,L,2,20201119111717,12,1033,623,green,F,green,L,Error
55,output,L,2,20201119111717,13,1130,625,green,F,OFF,-,Error
56,output,L,2,20201119111717,14,1227,626,green,F,OFF,-,Error
57,output,L,2,20201119111717,15,1431,629,green,F,green,F,N
58,output,L,2,20201119111717,16,356,1005,green,L,OFF,-,Error
59,output,L,2,20201119111717,17,430,1011,green,L,OFF,-,Error
60,output,L,2,20201119111717,18,500,1024,green,F,OFF,-,Error
61,output,L,2,20201119111717,19,658,1041,green,L,OFF,-,Error
62,output,L,2,20201119111717,20,1004,1070,green,L,OFF,-,Error
63,output,L,2,20201119111717,21,1095,1078,green,L,OFF,-,Error
64,output,L,2,20201119111717,22,1184,1079,green,L,OFF,-,Error
65,output,L,3,20201119111819,0,747,302,green,L,green,L,N
66,output,L,3,20201119111819,1,842,302,green,L,green,L,N
67,output,L,3,20201119111819,2,1045,303,green,L,OFF,-,Error
68,output,L,3,20201119111819,3,1145,303,green,L,OFF,-,Error
69,output,L,3,20201119111819,4,653,305,green,L,green,F,Error
70,output,L,3,20201119111819,5,1243,305,green,F,OFF,-,Error
71,output,L,3,20201119111819,6,476,313,green,L,OFF,-,Error
72,output,L,3,20201119111819,7,402,320,green,L,green,L,N
73,output,L,3,20201119111819,8,322,323,green,L,green,L,N
74,output,L,3,20201119111819,9,343,760,green,F,green,F,N
75,output,L,3,20201119111819,10,412,768,green,F,green,F,N
76,output,L,3,20201119111819,11,488,774,green,F,OFF,-,Error
77,output,L,3,20201119111819,12,657,786,green,F,OFF,-,Error
78,output,L,3,20201119111819,13,744,793,green,F,OFF,-,Error
79,output,L,3,20201119111819,14,835,796,green,F,OFF,-,Error
80,output,L,3,20201119111819,15,1028,804,green,F,OFF,-,Error
81,output,L,3,20201119111819,16,1211,805,green,L,OFF,-,Error
82,output,L,3,20201119111819,17,1423,817,green,F,green,F,N
83,output,L,4,20201119111921,0,483,487,green,F,green,L,Error
84,output,L,4,20201119111921,1,658,486,green,L,green,L,N
85,output,L,4,20201119111921,2,751,486,green,L,green,L,N
86,output,L,4,20201119111921,3,847,487,green,L,green,L,N
87,output,L,4,20201119111921,4,333,488,green,F,OFF,-,Error
88,output,L,4,20201119111921,5,406,488,green,L,green,L,N
89,output,L,4,20201119111921,6,1047,491,green,F,green,L,Error
90,output,L,4,20201119111921,7,1146,492,green,L,green,L,N
91,output,L,4,20201119111921,8,1241,493,green,L,green,L,N
92,output,L,4,20201119111921,9,1454,494,green,F,OFF,-,Error
93,output,R,0,20201119111513,0,1017,146,green,L,green,L,N
94,output,R,0,20201119111513,1,195,177,green,F,green,F,N
95,output,R,0,20201119111513,2,1146,235,green,L,green,L,N
96,output,R,0,20201119111513,3,148,683,green,F,green,F,N
97,output,R,0,20201119111513,4,240,683,green,F,green,F,N
98,output,R,0,20201119111513,5,1140,714,green,L,green,L,N
99,output,R,0,20201119111513,6,1103,717,green,L,green,L,N
100,output,R,1,20201119111615,0,123,379,green,L,green,F,Error
101,output,R,1,20201119111615,1,226,382,green,L,green,F,Error
102,output,R,1,20201119111615,2,1137,430,green,L,green,L,N
103,output,R,1,20201119111615,3,262,852,green,F,green,L,Error
104,output,R,1,20201119111615,4,172,854,green,F,green,L,Error
105,output,R,1,20201119111615,5,1127,875,green,L,green,L,N
106,output,R,1,20201119111615,6,1093,879,green,L,green,L,N
107,output,R,2,20201119111717,0,1173,100,green,L,green,L,N
108,output,R,2,20201119111717,1,150,568,green,F,green,F,N
109,output,R,2,20201119111717,2,248,570,green,F,green,F,N
110,output,R,2,20201119111717,3,1160,604,green,L,green,L,N
111,output,R,2,20201119111717,4,1126,606,green,L,green,L,N
112,output,R,2,20201119111717,5,276,1011,green,F,green,F,N
113,output,R,2,20201119111717,6,186,1013,green,L,green,F,Error
114,output,R,2,20201119111717,7,1118,1021,green,L,green,L,N
115,output,R,2,20201119111717,8,1082,1026,green,L,green,L,N
116,output,R,3,20201119111819,0,114,239,green,L,green,L,N
117,output,R,3,20201119111819,1,221,246,green,F,green,L,Error
118,output,R,3,20201119111819,2,1161,303,green,L,green,L,N
119,output,R,3,20201119111819,3,269,737,green,L,green,F,Error
120,output,R,3,20201119111819,4,176,738,green,F,green,F,N
121,output,R,3,20201119111819,5,353,740,green,L,green,L,N
122,output,R,3,20201119111819,6,1147,767,green,L,green,L,N
123,output,R,3,20201119111819,7,1113,772,green,L,green,L,N
124,output,R,4,20201119111921,0,155,445,green,F,green,L,Error
125,output,R,4,20201119111921,1,252,447,green,F,green,L,Error
126,output,R,4,20201119111921,2,1150,493,green,L,green,L,N
