,ruck_num,which_side,shoot_position,time_log,group_num,num_of_groups,lamp_num,x,y
0,output,R,1,20201119111615,0.0,2.0,0.0,123,379
1,output,R,1,20201119111615,0.0,2.0,1.0,226,382
2,output,R,1,20201119111615,0.0,2.0,2.0,1137,430
3,output,R,1,20201119111615,0.0,2.0,3.0,1173,429
4,output,R,1,20201119111615,1.0,2.0,0.0,171,854
5,output,R,1,20201119111615,1.0,2.0,1.0,261,852
6,output,R,1,20201119111615,1.0,2.0,2.0,1092,879
7,output,R,1,20201119111615,1.0,2.0,3.0,1127,874
