,ruck_num,which_side,shoot_position,time_log,group_num,num_of_groups,lamp_num,x,y
0,output,R,0,20201119111513,0.0,3.0,0.0,195,177
1,output,R,0,20201119111513,0.0,3.0,2.0,1146,235
2,output,R,0,20201119111513,0.0,3.0,3.0,1186,238
3,output,R,0,20201119111513,1.0,3.0,0.0,147,683
4,output,R,0,20201119111513,1.0,3.0,1.0,1103,717
5,output,R,0,20201119111513,1.0,3.0,2.0,1140,714
6,output,R,0,20201119111513,2.0,3.0,0.0,240,683
