,ruck_num,which_side,shoot_position,time_log,group_num,num_of_groups,lamp_num,x,y
0,output,R,4,20201119111921,0.0,1.0,0.0,155,445
1,output,R,4,20201119111921,0.0,1.0,1.0,252,447
2,output,R,4,20201119111921,0.0,1.0,2.0,1150,493
3,output,R,4,20201119111921,0.0,1.0,3.0,1186,494
